Project Name,Package Name,Type Name,NOF,NOPF,NOM,NOPM,LOC,WMC,NC,DIT,LCOM,FANIN,FANOUT,File path,Line no
gcviewer,com.tagtraum.perf.gcviewer.imp,AbstractDataReaderSun,10,0,29,0,515,97,3,2,0.20689655172413793,0,8,/Users/ayushpatel/Desktop/CSCI3130/Assignment3/GCViewer/src/main/java/com/tagtraum/perf/gcviewer/imp/AbstractDataReaderSun.java,23
gcviewer,com.tagtraum.perf.gcviewer.imp,DataReaderFacade,1,0,4,2,103,14,0,0,0.0,4,12,/Users/ayushpatel/Desktop/CSCI3130/Assignment3/GCViewer/src/main/java/com/tagtraum/perf/gcviewer/imp/DataReaderFacade.java,24
gcviewer,com.tagtraum.perf.gcviewer.imp,DataReaderException,0,0,4,4,18,4,0,0,-1.0,1,0,/Users/ayushpatel/Desktop/CSCI3130/Assignment3/GCViewer/src/main/java/com/tagtraum/perf/gcviewer/imp/DataReaderException.java,3
gcviewer,com.tagtraum.perf.gcviewer.imp,IBMJ9SAXHandler,8,0,16,3,0,47,0,0,0.0,1,5,/Users/ayushpatel/Desktop/CSCI3130/Assignment3/GCViewer/src/main/java/com/tagtraum/perf/gcviewer/imp/IBMJ9SAXHandler.java,25
gcviewer,com.tagtraum.perf.gcviewer.imp,IBMJ9SAXHandler.AF,29,0,0,0,61,0,0,0,-1.0,0,0,/Users/ayushpatel/Desktop/CSCI3130/Assignment3/GCViewer/src/main/java/com/tagtraum/perf/gcviewer/imp/IBMJ9SAXHandler.java,280
gcviewer,com.tagtraum.perf.gcviewer.imp,DataReaderSun1_6_0,42,0,14,2,482,73,0,3,0.14285714285714285,0,7,/Users/ayushpatel/Desktop/CSCI3130/Assignment3/GCViewer/src/main/java/com/tagtraum/perf/gcviewer/imp/DataReaderSun1_6_0.java,29
gcviewer,com.tagtraum.perf.gcviewer.imp,DataReaderIBM_J9_R28,11,0,15,2,220,57,0,2,0.13333333333333333,0,6,/Users/ayushpatel/Desktop/CSCI3130/Assignment3/GCViewer/src/main/java/com/tagtraum/perf/gcviewer/imp/DataReaderIBM_J9_R28.java,30
gcviewer,com.tagtraum.perf.gcviewer.imp,DataReaderHPUX1_4_1,0,0,3,2,0,16,0,2,-1.0,0,5,/Users/ayushpatel/Desktop/CSCI3130/Assignment3/GCViewer/src/main/java/com/tagtraum/perf/gcviewer/imp/DataReaderHPUX1_4_1.java,22
gcviewer,com.tagtraum.perf.gcviewer.imp,DataReader,0,0,1,0,12,1,1,0,-1.0,2,0,/Users/ayushpatel/Desktop/CSCI3130/Assignment3/GCViewer/src/main/java/com/tagtraum/perf/gcviewer/imp/DataReader.java,7
gcviewer,com.tagtraum.perf.gcviewer.imp,DataReaderJRockit1_6_0,3,0,3,2,139,36,0,2,0.6666666666666666,0,5,/Users/ayushpatel/Desktop/CSCI3130/Assignment3/GCViewer/src/main/java/com/tagtraum/perf/gcviewer/imp/DataReaderJRockit1_6_0.java,15
gcviewer,com.tagtraum.perf.gcviewer.imp,ParseException,2,0,4,4,26,5,1,0,0.5,4,1,/Users/ayushpatel/Desktop/CSCI3130/Assignment3/GCViewer/src/main/java/com/tagtraum/perf/gcviewer/imp/ParseException.java,7
gcviewer,com.tagtraum.perf.gcviewer.imp,DataReaderIBM1_3_1,1,0,10,2,0,25,0,2,0.2,0,5,/Users/ayushpatel/Desktop/CSCI3130/Assignment3/GCViewer/src/main/java/com/tagtraum/perf/gcviewer/imp/DataReaderIBM1_3_1.java,18
gcviewer,com.tagtraum.perf.gcviewer.imp,DataReaderUnifiedJvmLogging,58,0,33,1,0,82,0,2,0.06060606060606061,0,6,/Users/ayushpatel/Desktop/CSCI3130/Assignment3/GCViewer/src/main/java/com/tagtraum/perf/gcviewer/imp/DataReaderUnifiedJvmLogging.java,29
gcviewer,com.tagtraum.perf.gcviewer.imp,DataReaderUnifiedJvmLogging.ParseContext,5,0,0,0,37,0,0,0,-1.0,0,1,/Users/ayushpatel/Desktop/CSCI3130/Assignment3/GCViewer/src/main/java/com/tagtraum/perf/gcviewer/imp/DataReaderUnifiedJvmLogging.java,633
gcviewer,com.tagtraum.perf.gcviewer.imp,DataReaderSun1_2_2,0,0,2,2,73,9,0,2,-1.0,0,4,/Users/ayushpatel/Desktop/CSCI3130/Assignment3/GCViewer/src/main/java/com/tagtraum/perf/gcviewer/imp/DataReaderSun1_2_2.java,13
gcviewer,com.tagtraum.perf.gcviewer.imp,DataReaderFactory,4,0,5,1,197,60,0,0,0.0,1,4,/Users/ayushpatel/Desktop/CSCI3130/Assignment3/GCViewer/src/main/java/com/tagtraum/perf/gcviewer/imp/DataReaderFactory.java,15
gcviewer,com.tagtraum.perf.gcviewer.imp,DataReaderJRockit1_4_2,2,0,3,2,123,30,0,2,0.6666666666666666,0,5,/Users/ayushpatel/Desktop/CSCI3130/Assignment3/GCViewer/src/main/java/com/tagtraum/perf/gcviewer/imp/DataReaderJRockit1_4_2.java,15
gcviewer,com.tagtraum.perf.gcviewer.imp,DataReaderIBM1_4_2,1,0,10,2,0,27,0,2,0.2,0,5,/Users/ayushpatel/Desktop/CSCI3130/Assignment3/GCViewer/src/main/java/com/tagtraum/perf/gcviewer/imp/DataReaderIBM1_4_2.java,24
gcviewer,com.tagtraum.perf.gcviewer.imp,DataReaderIBM_J9_5_0,1,0,2,2,44,5,0,2,0.0,0,3,/Users/ayushpatel/Desktop/CSCI3130/Assignment3/GCViewer/src/main/java/com/tagtraum/perf/gcviewer/imp/DataReaderIBM_J9_5_0.java,26
gcviewer,com.tagtraum.perf.gcviewer.imp,DataReaderIBM1_3_0,0,0,8,2,0,23,0,2,-1.0,0,5,/Users/ayushpatel/Desktop/CSCI3130/Assignment3/GCViewer/src/main/java/com/tagtraum/perf/gcviewer/imp/DataReaderIBM1_3_0.java,14
gcviewer,com.tagtraum.perf.gcviewer.imp,DataReaderGo,1,0,3,2,50,9,0,2,0.6666666666666666,0,4,/Users/ayushpatel/Desktop/CSCI3130/Assignment3/GCViewer/src/main/java/com/tagtraum/perf/gcviewer/imp/DataReaderGo.java,16
gcviewer,com.tagtraum.perf.gcviewer.imp,DataReaderHPUX1_2,0,0,3,2,82,11,0,2,-1.0,0,5,/Users/ayushpatel/Desktop/CSCI3130/Assignment3/GCViewer/src/main/java/com/tagtraum/perf/gcviewer/imp/DataReaderHPUX1_2.java,16
gcviewer,com.tagtraum.perf.gcviewer.imp,UnknownGcTypeException,0,0,3,3,15,3,0,1,-1.0,3,1,/Users/ayushpatel/Desktop/CSCI3130/Assignment3/GCViewer/src/main/java/com/tagtraum/perf/gcviewer/imp/UnknownGcTypeException.java,5
gcviewer,com.tagtraum.perf.gcviewer.imp,MonitoredBufferedInputStream,6,1,12,11,85,14,0,0,0.0,2,0,/Users/ayushpatel/Desktop/CSCI3130/Assignment3/GCViewer/src/main/java/com/tagtraum/perf/gcviewer/imp/MonitoredBufferedInputStream.java,11
gcviewer,com.tagtraum.perf.gcviewer.imp,MonitoredBufferedInputStream.ProgressCallback,0,0,0,0,3,0,0,0,-1.0,0,0,/Users/ayushpatel/Desktop/CSCI3130/Assignment3/GCViewer/src/main/java/com/tagtraum/perf/gcviewer/imp/MonitoredBufferedInputStream.java,21
gcviewer,com.tagtraum.perf.gcviewer.imp,GcLogType,0,0,0,0,5,0,0,0,-1.0,5,0,/Users/ayushpatel/Desktop/CSCI3130/Assignment3/GCViewer/src/main/java/com/tagtraum/perf/gcviewer/imp/GcLogType.java,3
gcviewer,com.tagtraum.perf.gcviewer.imp,DataReaderTools,2,0,5,4,79,14,0,0,0.0,1,2,/Users/ayushpatel/Desktop/CSCI3130/Assignment3/GCViewer/src/main/java/com/tagtraum/perf/gcviewer/imp/DataReaderTools.java,11
gcviewer,com.tagtraum.perf.gcviewer.imp,DataReaderSun1_6_0G1,25,0,10,2,475,63,0,3,0.2,0,10,/Users/ayushpatel/Desktop/CSCI3130/Assignment3/GCViewer/src/main/java/com/tagtraum/perf/gcviewer/imp/DataReaderSun1_6_0G1.java,29
gcviewer,com.tagtraum.perf.gcviewer.imp,DataReaderIBMi5OS1_4_2,1,0,9,2,0,24,0,2,0.2222222222222222,0,5,/Users/ayushpatel/Desktop/CSCI3130/Assignment3/GCViewer/src/main/java/com/tagtraum/perf/gcviewer/imp/DataReaderIBMi5OS1_4_2.java,17
gcviewer,com.tagtraum.perf.gcviewer.imp,DataReaderJRockit1_5_0,2,0,3,2,150,42,0,2,0.6666666666666666,0,5,/Users/ayushpatel/Desktop/CSCI3130/Assignment3/GCViewer/src/main/java/com/tagtraum/perf/gcviewer/imp/DataReaderJRockit1_5_0.java,15
gcviewer,com.tagtraum.perf.gcviewer.imp,DataReaderSun1_3_1,1,0,3,2,80,16,0,3,0.6666666666666666,0,6,/Users/ayushpatel/Desktop/CSCI3130/Assignment3/GCViewer/src/main/java/com/tagtraum/perf/gcviewer/imp/DataReaderSun1_3_1.java,17
gcviewer,com.tagtraum.perf.gcviewer.imp,AbstractDataReader,3,0,5,1,44,7,15,1,0.4,0,2,/Users/ayushpatel/Desktop/CSCI3130/Assignment3/GCViewer/src/main/java/com/tagtraum/perf/gcviewer/imp/AbstractDataReader.java,14
gcviewer,com.tagtraum.perf.gcviewer,GCViewerArgsParser,8,0,8,6,74,13,0,0,0.0,1,2,/Users/ayushpatel/Desktop/CSCI3130/Assignment3/GCViewer/src/main/java/com/tagtraum/perf/gcviewer/GCViewerArgsParser.java,13
gcviewer,com.tagtraum.perf.gcviewer,GCViewer,7,0,8,4,86,12,0,0,0.25,0,8,/Users/ayushpatel/Desktop/CSCI3130/Assignment3/GCViewer/src/main/java/com/tagtraum/perf/gcviewer/GCViewer.java,20
gcviewer,com.tagtraum.perf.gcviewer,GCViewerArgsParserException,0,0,2,1,17,3,0,0,-1.0,1,1,/Users/ayushpatel/Desktop/CSCI3130/Assignment3/GCViewer/src/main/java/com/tagtraum/perf/gcviewer/GCViewerArgsParserException.java,5
gcviewer,com.tagtraum.perf.gcviewer.util,LocalisationHelper,2,0,3,2,36,5,0,0,0.6666666666666666,28,0,/Users/ayushpatel/Desktop/CSCI3130/Assignment3/GCViewer/src/main/java/com/tagtraum/perf/gcviewer/util/LocalisationHelper.java,6
gcviewer,com.tagtraum.perf.gcviewer.util,BuildInfoReader,3,0,4,2,59,6,0,0,0.0,3,0,/Users/ayushpatel/Desktop/CSCI3130/Assignment3/GCViewer/src/main/java/com/tagtraum/perf/gcviewer/util/BuildInfoReader.java,8
gcviewer,com.tagtraum.perf.gcviewer.util,LoggerHelper,0,0,2,1,38,5,0,0,-1.0,2,0,/Users/ayushpatel/Desktop/CSCI3130/Assignment3/GCViewer/src/main/java/com/tagtraum/perf/gcviewer/util/LoggerHelper.java,7
gcviewer,com.tagtraum.perf.gcviewer.util,HttpUrlConnectionHelper,4,1,5,2,105,12,0,0,0.4,1,0,/Users/ayushpatel/Desktop/CSCI3130/Assignment3/GCViewer/src/main/java/com/tagtraum/perf/gcviewer/util/HttpUrlConnectionHelper.java,15
gcviewer,com.tagtraum.perf.gcviewer.util,DateHelper,1,1,2,2,12,2,0,0,0.0,3,0,/Users/ayushpatel/Desktop/CSCI3130/Assignment3/GCViewer/src/main/java/com/tagtraum/perf/gcviewer/util/DateHelper.java,6
gcviewer,com.tagtraum.perf.gcviewer.util,TimeFormat,9,0,4,4,54,10,0,0,0.5,1,1,/Users/ayushpatel/Desktop/CSCI3130/Assignment3/GCViewer/src/main/java/com/tagtraum/perf/gcviewer/util/TimeFormat.java,10
gcviewer,com.tagtraum.perf.gcviewer.util,ParseInformation,2,0,5,5,24,5,0,0,0.6,7,0,/Users/ayushpatel/Desktop/CSCI3130/Assignment3/GCViewer/src/main/java/com/tagtraum/perf/gcviewer/util/ParseInformation.java,6
gcviewer,com.tagtraum.perf.gcviewer.util,MemoryFormat,6,0,7,6,94,16,0,0,0.2857142857142857,2,1,/Users/ayushpatel/Desktop/CSCI3130/Assignment3/GCViewer/src/main/java/com/tagtraum/perf/gcviewer/util/MemoryFormat.java,7
gcviewer,com.tagtraum.perf.gcviewer.util,NumberParser,4,4,8,8,203,48,0,0,0.5,15,0,/Users/ayushpatel/Desktop/CSCI3130/Assignment3/GCViewer/src/main/java/com/tagtraum/perf/gcviewer/util/NumberParser.java,3
gcviewer,com.tagtraum.perf.gcviewer.util,FormattedValue,2,0,5,5,25,5,0,0,0.0,3,0,/Users/ayushpatel/Desktop/CSCI3130/Assignment3/GCViewer/src/main/java/com/tagtraum/perf/gcviewer/util/FormattedValue.java,3
gcviewer,com.tagtraum.perf.gcviewer.ctrl,GCModelLoaderGroupTracker,0,0,6,0,34,6,0,0,-1.0,4,1,/Users/ayushpatel/Desktop/CSCI3130/Assignment3/GCViewer/src/main/java/com/tagtraum/perf/gcviewer/ctrl/GCModelLoaderGroupTracker.java,6
gcviewer,com.tagtraum.perf.gcviewer.ctrl,GCModelLoader,0,0,5,0,11,5,0,0,-1.0,4,0,/Users/ayushpatel/Desktop/CSCI3130/Assignment3/GCViewer/src/main/java/com/tagtraum/perf/gcviewer/ctrl/GCModelLoader.java,8
gcviewer,com.tagtraum.perf.gcviewer.ctrl,GCModelLoaderController,0,0,8,0,27,8,0,0,-1.0,11,3,/Users/ayushpatel/Desktop/CSCI3130/Assignment3/GCViewer/src/main/java/com/tagtraum/perf/gcviewer/ctrl/GCModelLoaderController.java,9
gcviewer,com.tagtraum.perf.gcviewer.ctrl.impl,GCModelLoaderGroupTrackerImpl,3,0,8,7,48,11,0,0,0.0,1,1,/Users/ayushpatel/Desktop/CSCI3130/Assignment3/GCViewer/src/main/java/com/tagtraum/perf/gcviewer/ctrl/impl/GCModelLoaderGroupTrackerImpl.java,13
gcviewer,com.tagtraum.perf.gcviewer.ctrl.impl,FileDropTargetListener,2,0,3,3,55,6,0,0,0.6666666666666666,0,1,/Users/ayushpatel/Desktop/CSCI3130/Assignment3/GCViewer/src/main/java/com/tagtraum/perf/gcviewer/ctrl/impl/FileDropTargetListener.java,16
gcviewer,com.tagtraum.perf.gcviewer.ctrl.impl,FileDropTargetListener.DropFlavor,0,0,0,0,5,0,0,0,-1.0,0,0,/Users/ayushpatel/Desktop/CSCI3130/Assignment3/GCViewer/src/main/java/com/tagtraum/perf/gcviewer/ctrl/impl/FileDropTargetListener.java,27
gcviewer,com.tagtraum.perf.gcviewer.ctrl.impl,AbstractGCModelLoaderImpl,0,0,4,1,40,7,2,0,-1.0,0,2,/Users/ayushpatel/Desktop/CSCI3130/Assignment3/GCViewer/src/main/java/com/tagtraum/perf/gcviewer/ctrl/impl/AbstractGCModelLoaderImpl.java,14
gcviewer,com.tagtraum.perf.gcviewer.ctrl.impl,WatchStateController,2,0,2,2,24,3,0,0,0.0,1,0,/Users/ayushpatel/Desktop/CSCI3130/Assignment3/GCViewer/src/main/java/com/tagtraum/perf/gcviewer/ctrl/impl/WatchStateController.java,8
gcviewer,com.tagtraum.perf.gcviewer.ctrl.impl,GcSeriesLoader,4,0,10,2,152,19,0,0,0.0,1,4,/Users/ayushpatel/Desktop/CSCI3130/Assignment3/GCViewer/src/main/java/com/tagtraum/perf/gcviewer/ctrl/impl/GcSeriesLoader.java,18
gcviewer,com.tagtraum.perf.gcviewer.ctrl.impl,GcSeriesLoader.Timestamp,0,0,0,0,2,0,0,0,-1.0,0,0,/Users/ayushpatel/Desktop/CSCI3130/Assignment3/GCViewer/src/main/java/com/tagtraum/perf/gcviewer/ctrl/impl/GcSeriesLoader.java,137
gcviewer,com.tagtraum.perf.gcviewer.ctrl.impl,GcSeriesLoader.GcDateStamp,1,0,0,0,25,0,0,0,-1.0,0,0,/Users/ayushpatel/Desktop/CSCI3130/Assignment3/GCViewer/src/main/java/com/tagtraum/perf/gcviewer/ctrl/impl/GcSeriesLoader.java,140
gcviewer,com.tagtraum.perf.gcviewer.ctrl.impl,GcSeriesLoader.GcTimeStamp,1,0,0,0,28,0,0,0,-1.0,0,0,/Users/ayushpatel/Desktop/CSCI3130/Assignment3/GCViewer/src/main/java/com/tagtraum/perf/gcviewer/ctrl/impl/GcSeriesLoader.java,184
gcviewer,com.tagtraum.perf.gcviewer.ctrl.impl,GCDocumentController,1,0,5,4,44,8,0,0,0.0,1,6,/Users/ayushpatel/Desktop/CSCI3130/Assignment3/GCViewer/src/main/java/com/tagtraum/perf/gcviewer/ctrl/impl/GCDocumentController.java,16
gcviewer,com.tagtraum.perf.gcviewer.ctrl.impl,GCModelSeriesLoaderImpl,2,0,3,2,19,3,0,1,0.0,0,2,/Users/ayushpatel/Desktop/CSCI3130/Assignment3/GCViewer/src/main/java/com/tagtraum/perf/gcviewer/ctrl/impl/GCModelSeriesLoaderImpl.java,9
gcviewer,com.tagtraum.perf.gcviewer.ctrl.impl,GCModelLoaderFactory,0,0,1,1,19,3,0,0,-1.0,1,1,/Users/ayushpatel/Desktop/CSCI3130/Assignment3/GCViewer/src/main/java/com/tagtraum/perf/gcviewer/ctrl/impl/GCModelLoaderFactory.java,8
gcviewer,com.tagtraum.perf.gcviewer.ctrl.impl,GCViewerGuiController,0,0,7,4,106,19,0,0,-1.0,1,8,/Users/ayushpatel/Desktop/CSCI3130/Assignment3/GCViewer/src/main/java/com/tagtraum/perf/gcviewer/ctrl/impl/GCViewerGuiController.java,22
gcviewer,com.tagtraum.perf.gcviewer.ctrl.impl,GCViewerUncaughtExceptionHandler,1,0,2,2,15,2,0,0,0.0,0,0,/Users/ayushpatel/Desktop/CSCI3130/Assignment3/GCViewer/src/main/java/com/tagtraum/perf/gcviewer/ctrl/impl/GCViewerUncaughtExceptionHandler.java,7
gcviewer,com.tagtraum.perf.gcviewer.ctrl.impl,GCViewerGuiInternalFrameController,0,0,10,4,79,17,0,0,-1.0,0,2,/Users/ayushpatel/Desktop/CSCI3130/Assignment3/GCViewer/src/main/java/com/tagtraum/perf/gcviewer/ctrl/impl/GCViewerGuiInternalFrameController.java,21
gcviewer,com.tagtraum.perf.gcviewer.ctrl.impl,GCModelLoaderControllerImpl,1,0,17,8,131,28,0,0,0.11764705882352941,1,10,/Users/ayushpatel/Desktop/CSCI3130/Assignment3/GCViewer/src/main/java/com/tagtraum/perf/gcviewer/ctrl/impl/GCModelLoaderControllerImpl.java,27
gcviewer,com.tagtraum.perf.gcviewer.ctrl.impl,RecentGCResourcesMenuController,2,0,3,3,25,3,0,0,0.0,1,2,/Users/ayushpatel/Desktop/CSCI3130/Assignment3/GCViewer/src/main/java/com/tagtraum/perf/gcviewer/ctrl/impl/RecentGCResourcesMenuController.java,12
gcviewer,com.tagtraum.perf.gcviewer.ctrl.impl,TimeOffsetPanelController,1,0,2,2,16,3,0,0,0.0,0,2,/Users/ayushpatel/Desktop/CSCI3130/Assignment3/GCViewer/src/main/java/com/tagtraum/perf/gcviewer/ctrl/impl/TimeOffsetPanelController.java,10
gcviewer,com.tagtraum.perf.gcviewer.ctrl.impl,ViewMenuController,2,0,3,3,74,20,0,0,0.0,3,3,/Users/ayushpatel/Desktop/CSCI3130/Assignment3/GCViewer/src/main/java/com/tagtraum/perf/gcviewer/ctrl/impl/ViewMenuController.java,15
gcviewer,com.tagtraum.perf.gcviewer.ctrl.impl,GCViewerGuiBuilder,0,0,5,1,209,10,0,0,-1.0,0,14,/Users/ayushpatel/Desktop/CSCI3130/Assignment3/GCViewer/src/main/java/com/tagtraum/perf/gcviewer/ctrl/impl/GCViewerGuiBuilder.java,20
gcviewer,com.tagtraum.perf.gcviewer.ctrl.impl,GCModelLoaderImpl,2,0,3,2,21,3,0,1,0.0,0,2,/Users/ayushpatel/Desktop/CSCI3130/Assignment3/GCViewer/src/main/java/com/tagtraum/perf/gcviewer/ctrl/impl/GCModelLoaderImpl.java,8
gcviewer,com.tagtraum.perf.gcviewer.ctrl.action,WindowMenuItemAction,1,0,4,4,29,4,0,0,0.0,0,0,/Users/ayushpatel/Desktop/CSCI3130/Assignment3/GCViewer/src/main/java/com/tagtraum/perf/gcviewer/ctrl/action/WindowMenuItemAction.java,13
gcviewer,com.tagtraum.perf.gcviewer.ctrl.action,Arrange,1,0,2,2,31,3,0,0,0.0,0,3,/Users/ayushpatel/Desktop/CSCI3130/Assignment3/GCViewer/src/main/java/com/tagtraum/perf/gcviewer/ctrl/action/Arrange.java,16
gcviewer,com.tagtraum.perf.gcviewer.ctrl.action,Zoom,1,0,2,2,29,4,0,0,0.0,0,3,/Users/ayushpatel/Desktop/CSCI3130/Assignment3/GCViewer/src/main/java/com/tagtraum/perf/gcviewer/ctrl/action/Zoom.java,12
gcviewer,com.tagtraum.perf.gcviewer.ctrl.action,OpenFile,4,0,5,4,54,9,0,0,0.0,1,7,/Users/ayushpatel/Desktop/CSCI3130/Assignment3/GCViewer/src/main/java/com/tagtraum/perf/gcviewer/ctrl/action/OpenFile.java,19
gcviewer,com.tagtraum.perf.gcviewer.ctrl.action,About,1,0,3,3,20,3,0,0,0.0,0,4,/Users/ayushpatel/Desktop/CSCI3130/Assignment3/GCViewer/src/main/java/com/tagtraum/perf/gcviewer/ctrl/action/About.java,13
gcviewer,com.tagtraum.perf.gcviewer.ctrl.action,Refresh,2,0,2,2,21,2,0,0,0.0,0,5,/Users/ayushpatel/Desktop/CSCI3130/Assignment3/GCViewer/src/main/java/com/tagtraum/perf/gcviewer/ctrl/action/Refresh.java,15
gcviewer,com.tagtraum.perf.gcviewer.ctrl.action,ReadmeAction,1,0,2,2,13,2,0,0,0.0,0,3,/Users/ayushpatel/Desktop/CSCI3130/Assignment3/GCViewer/src/main/java/com/tagtraum/perf/gcviewer/ctrl/action/ReadmeAction.java,12
gcviewer,com.tagtraum.perf.gcviewer.ctrl.action,Watch,9,0,5,3,78,7,0,0,0.0,0,6,/Users/ayushpatel/Desktop/CSCI3130/Assignment3/GCViewer/src/main/java/com/tagtraum/perf/gcviewer/ctrl/action/Watch.java,24
gcviewer,com.tagtraum.perf.gcviewer.ctrl.action,Watch.TimerInfo,2,0,0,0,8,0,0,0,-1.0,0,1,/Users/ayushpatel/Desktop/CSCI3130/Assignment3/GCViewer/src/main/java/com/tagtraum/perf/gcviewer/ctrl/action/Watch.java,98
